,roberta_neg,roberta_neu,roberta_pos,vader_neg,vader_neu,vader_pos,vader_compound,asin,user_name,review_star,review_title,review,product_type,location,date
10,0.005516702774912119,0.029896924272179604,0.9645863175392151,0.016,0.745,0.24,0.9893,B007SYSQ7K,In Good Company,5.0,In Love With This Brand,"I have been using this protein powder for some time. I love that it does not have any garbage in it and is full of natural pure good foods but in powder for to get the nutrition in easier. This company has always put out great products. Sometimes they are a little pricer than I would like, but it is what it is. This powder tastes delicious, has a nice thickness to it when blended, and goes well in any smooth recipe. It fills me up for a good few hours and helps sustain my blood sugar. It lasts a month, so you are definitely not gonna get longer that 30 servings, unless you cut the serving in half but then you sacrifice the amount of protein intake. I will continue to use this as long as the quality and price point do not change.",Flavor Name: Chocolate,the United States,2023-12-11
11,0.24836036562919617,0.39825525879859924,0.35338446497917175,0.071,0.765,0.164,0.9975,B007SYSQ7K,Mary S.,5.0,The proof is in the results. How do you feel? I feel great!,"After having tremendous problems with immune system issues, particularly in the gut with IBS, I had a doctor that thought I had gluten issues. I was tested for this during upper GI endoscopy and the test showed negative. The only thing I know for certain is that I cannot digest meat very well. I am not a vegan, but my body has moved me more and more in that direction because I cannot digest meat without massive stomach issues and I felt hungry and tired all the time. On the quest for a protein supplement that doesn't come from animals, I discovered this product.First and foremost, this is not the best tasting thing you ever tried, but the taste will grow on you. Make sure you are mixing it properly and with COLD water. I have the 
  
Cuisinart CSB-76BC SmartStick 200-Watt Immersion Hand Blender, Brushed Chrome







  
  
     and this is what I use to mix mine. It's so easy! I add about 8 oz water, instead of the recommended 6 oz and this gives me a better blend.  By the way, while people are going on and on about how bad this is. It is not that bad. As I said, the taste will grow on you, but if you're not mixing it fully, it can be quite chalky. BTW, I use the chocolate flavor and if you're mixing right, it DOES taste like a chocolate shake. In the beginning, I didn't mix mine well using a standard blender and it tastes bad if you don't get it fully mixed. I switched to the hand blender, which does a marvelous job and so much easier to clean up afterward.All of that aside, the real question is, does it work? Do you have more protein? Do you feel differently while taking this supplement. The answer to all of those for me is absolutely YES! Not only do I feel more energized (I have two shakes a day now), my IBS is practically a thing of the past. The great thing about this product is that it contains probiotics and these are different than the usual kind you see in pill form. I never noticed any difference with the probiotic pills, but with this, I am more ""normal"" than I've ever been. Perhaps it's the combination of the raw protein and the probiotics and the amino acids? I have no idea, but it's rare I can say this: It has changed my life!I have never felt this good in my life, no really, never. I noticed it just after two days of use, so I discontinued using it to see if it was just placebo effect. Within 3 days, all my old gut issues came back, so I went back on this supplement and now I'm never going off. Even my mood is so much better and when people notice and say how happy you seem and what are you doing different - then you know you're onto something. It's amazing how much happier I am when I'm not malnourished and sick to my stomach all the time. I never thought I would feel well enough again to live life fully, but I am now. I have been telling everyone that if people knew how much better this stuff could make them feel, they couldn't keep it on the store shelves. Maybe I was just that bad off, but I can't believe this powder has made all that difference, but it has. Even my seasonal allergies have improved since taking this product. What in the world is in this stuff? I don't know, but I hope they never stop making it. I'm on the subscription plan now. I call this my prescription because it works better than all the stomach pills the doctors had me on and this has given me no side effects.If you are having digestion issues, please give this a try. You might be as lucky as me and see a huge difference in the way you feel. I feel awful for people that are suffering, like I was. This might do the trick for you, too.",Flavor Name: Chocolate,the United States,2013-03-21
12,0.0341799333691597,0.232866570353508,0.7329534888267517,0.038,0.817,0.145,0.9962,B007SYSQ7K,J. Krishnaswami,4.0,"Neutral taste, good source of vegan non-soy protein at a reasonable price","If you're looking for a non-GMO, non-heated, natural source of protein that doesn't break the bank, this one fits the bill. And Amazon has the best price (especially if you subscribe & save).I'm vegetarian and was getting a bit underweight, so I needed to supplement with some shakes that were healthy (ie, not gooped up in hydrogenated corn oil and sweeteners).  I also am blessed with a fairly sensitive stomach, so I  didn't want to go with super-processed whey proteins or estrogenic soy proteins.  And finally...I wanted something I could mix into things that wouldn't taste artificially sweet or, well, weird. So I got hooked on this protein and it's been a staple ever since.There are tons of things to love about this protein. First, I like about it is that it's a synergistic blend of many types of proteins - pea, rice, amaranth, chia, etc - so you're getting a full spectrum of healthy proteins. Another plus is that it has probiotics - helpful for digestion.  It's also not heated, there's no stevia or other sweeteners so it's like a ""blank palate"" for making it salty, sweet, spicy, etc. (The possibilities are endless - I've made it into a hummus-like dip, sweet smoothies, added it to cookies and baked goods, sprinkled it on fruit and yogurt..) There's a lot of powder in a scoop (compared to other proteins out there), but it's not super high calorie and has a high percentage (80%) of protein. Finally, it doesn't taste FOUL. I mean, I have tried plenty of proteins - basically everything that's at your local Whole Foods - and some of them, especially the pea-protein-heavy ones like PlantFusion, taste salty and funky.  This one I've actually grown to like. I've had it plain (mixed just with water), with almond milk (gives it a nice ""caramel-y"" undertone), with fruit and coconut milk as a dessert, and even in a blended soup.  I felt amazing after starting to supplement twice a day - I'm much more muscular, feel more energetic, and am certainly less hungry.Why am I knocking it off one star? First, there is no information about the sodium content on the label. Check out other pea proteins - you'll see sodium is anywhere from 11 - 27% of your RDA.  (Whether sodium consumption really affects blood pressure is another issue, but still - I want to know what I'm consuming.) Given that nearly EVERY protein out there that I've seen has information about this, it's really unacceptable for Garden of Life not to disclose this on the label.Also, note the taste WILL take some getting used to if you're used to the sucralose/stevia sweetened whey proteins or other super-sugary protein shakes out there.  You can start by replacing the sugar with fruit, or maybe add a few drops of stevia. Honestly, though, give it a week or two, and those tastes will start to change, and the natural taste actually becomes something you like. It's nice to give over-stimulated taste buds a break from all that sweetness.I will also say that there are better tasting proteins out there. My personal favorite is brown rice protein - it's smooth, blends really well, and just tastes ""sweeter"". But it's only one type of protein, so I like to mix it up - some days I'll do the brown rice, some days Garden of Life.I'd highly recommend this as a ""starter"" natural protein for anyone looking for a good, complete, non-processed source of vegetarian protein!",Flavor Name: Unflavored,the United States,2012-11-29
13,0.0012332660844549537,0.008090200833976269,0.9906765222549438,0.027,0.635,0.339,0.962,B007SYSQ7K,Sarah,5.0,A Delightful Taste and High Quality Protein,"This product has been exactly what I was hoping for. The tasty vanilla flavor is just so good, it makes drinking this protein shake a delightful experience. Plus, it's organic, vegan, and packed with BCAAs which is a huge bonus. I'd definitely recommend it to anyone looking for a well-rounded protein supplement.",Flavor Name: Vanilla,the United States,2023-11-20
14,0.047835513949394226,0.21805121004581451,0.7341132760047913,0.047,0.791,0.162,0.9955,B007SYSQ7K,Shoppinurse,5.0,"The Closest Thing to a Raw, Vegan Meal","I think I've tried all the vegan protein powders out there. This is the first one that I didn't have to ""settle"" for. There are others that I like, but this is the only one that is truly smooth, and can be mixed with water, almond milk, or whatever without using a blender. I was amazed at that. Other reviewers comment on the taste. It is one you have to get used to. Americans are addicted to sugar, and to food, in general. For this reason our taste buds are compromised. We have been led by the media to believe that sugary cereals and other highly processed ""foods"" are ""healthy.""It is my understanding from all the recent research that sprouted beans, nuts and grains are full of life and health, particularly when they are ""raw."" I was pleasantly surprised by the ingredient list for this product when I found many sprouted foods. This powder is easy to digest, and I believe the nutrients are most likely easily absorbed and utilized because of the digestive enzymes and probiotics. I have trouble with my digestive tract, and I had no problems at all after drinking this shake. I generally like to use unsweetened almond milk and peppermint oil in my shakes. As far as I know the peppermint oil helps with digestion. And I like the taste.I'm glad I found this powder. I plan to take it camping, along with dried foods. The price is great through Amazon, and I always know that Amazon's customer service is unbeatable. They are one of the only companies I know of that allows you to talk to a person who is truly concerned about your satisfaction and will do anything necessary to prove that quickly.Thanks for carrying this product at such a great price.Update: I've tried even more brands since I wrote this review. I always come back to this one. Not for the taste, but for a few other reasons:1. It's only 1 point on Weight Watchers.2. I can always digest this, without any bloating or abdominal cramping at all.3. I add my coffee to it for an iced coffee drink because the acid in coffee hurts my stomach and bladder. This product must be alkaline because it seems to neutralize the coffee acid. No stomach or bladder pain.The taste is not great and it's gritty. I put one packet of stevia in it. It's worth it to feel so good and it's so easy to stick to a Weight Watchers using this. I will keep buying this.",Flavor Name: Unflavored,the United States,2012-01-16
15,0.8612990379333496,0.12414596974849701,0.014554992318153381,0.124,0.782,0.095,-0.834,B007SYSQ7K,JP,1.0,False advertisement with continual decline in quality,"Update (2023): Nestle is a wicked corporation that bought this Garden of Life brand and ruined it with bad ingredients and filthy marketing lies. This was my go-to protein supplement for many years, but each year they change the formula for the worse and lie by calling it “new and improved"". The taste and texture may be improved but its health benefits certainly are never improved; you just get lower-quality ingredients and cheaper fillers while paying more for it. Here is a list of changes that show why no one should waste their hard-earned money on this trash (refer to my pictures to see the changes on their packaging):1) This product used to have no pea protein, (one of the cheapest and lowest quality of plant-based protein next to soy) now it almost 100% pea protein and Nestle is peeing on their customers and calling it “rain”. It’s not even sprouted pea protein even though they deviously list it under their “sprouted protein blend” heading.2) This product now contains erythritol as a cheap sweetener. Erythritol causes bloating and gas and is their cheap and inferior substitute for stevia. If it originally had erythritol I never would have bought this product.3) This product now contains guar gum as a cheap thickener with no nutritional benefit. This might as well be sawdust, added weight for nothing.4) This product no longer lists what foods their added vitamins and minerals are sourced from, and their mineral profile has been reduced. Most vitamin C that is added to store products is sourced from lab-grown black mold grown cultures and is of poor quality, while this product used to derive most of its added vitamins from more high-quality brewer’s yeast. Since they no longer list the source of the vitamins, it is safe to assume the worst as they wouldn’t hide it if they were proud of it and the FDA does not require them to list it. This product is also longer a good source of selenium, molybdenum, manganese, and magnesium.5) This product is no longer a good source of probiotics. To be considered a go probiotic a supplement should have more than 3 billion CFUs it now has less than 250 million. Not only has the quality of their cultures declined, but I also got a Listeria infection (Listeriosis) from eating one of their products. A probiotic supplement should help prevent you from getting life-threatening bacterial infections, not actively give you one. Nestle is opening itself up to a serious lawsuit with a lack of quality control.",Flavor Name: Vanilla Chai,the United States,2023-10-02
16,0.6327653527259827,0.2790372967720032,0.08819728344678879,0.067,0.811,0.122,0.9564,B007SYSQ7K,Amy Venters,3.0,"Quality yes, flavor blending, nope","Not a fan of the flavor Vanilla Chai at all.I love the flavor in general but this does not even remotely taste like it to me. Not near as blendable as PlantFusion meal replacement complete (vanilla). Texture thicker also leaving tiny dots of I blended powder that feel gross when consuming… bummer. The price was similarI picked this to try for reason I read, this company has third party testing of its products. In an unregulated market I began to wonder what is actually in these powders, prompting a long research day for me. I very much wanted to love this based on all I’d read & learned.Disappointed, I have a tub full I only took a few scoops out of. I fear I couldn’t even give it away having been opened in this climate of distrust and everything today..  I’m bummed as 30$ is a lot and I still have to get my Protien supplemented for the month regardless. Free trial packets would be a bonus for many of these companies since the cost is high as is the medical need for some folks. I don’t know why some are totally blendable and some are not, some lack flavor. Also side note; these huge plastic tubs all the companies use are senseless when smaller pro-eco pouches would save shipping space, create less waste, less petro pollution hurting the climate. Alternates: Coffee type pouch? Woven tight bags with paper linings or plant bags? Recycled bags? Compostable would be fabulous!? Tubs take up too much space in a small cupboard also. This one wasn’t as big as some but still way big enough and at scale? Lots of plastic…Just a suggestion.I’ve seen others mention the tub sizes on many types of powders based on weight.Can we Ask to try these first?",Flavor Name: Vanilla Chai,the United States,2022-11-01
17,0.1315888911485672,0.2465905398130417,0.6218205690383911,0.059,0.607,0.333,0.9356,B007SYSQ7K,Lana Robinson,5.0,Let's be real,Let's be real! The vanilla chai tastes horrible. I'm giving it 5 stars because it's actually very healthy for you and that's why you should be taking it! Good clean energy and nice boost to aminos and probiotics. Pinch that nose and chug it down!!,Flavor Name: Vanilla Chai,the United States,2023-09-19
18,0.009867646731436253,0.09566407650709152,0.8944683074951172,0.029,0.792,0.18,0.9742,B007SYSQ7K,Catherine,4.0,"Great in smoothies, took some getting used to","I have been using this protein powder since august and at first I was not a fan, but I am on my third tub now and I love it! I previously used orgain chocolate protein powder and it definitely tastes more like chocolate than this….this flavor took some getting used to. But I think asking for protein powder that is made from peas, quinoa, legumes, etc. to taste EXACTLY like chocolate…is asking a lot. Plus this has the highest amount of protein I could find in an organic plant based protein powder. I mix a scoop and a half with naked peanut butter powder, a banana, and oat milk every morning and sometimes if I need to meet my goal I mix it with frozen cherries and low fat ice cream for an evening treat. Give it a chance!!!",Flavor Name: Chocolate,the United States,2023-12-08
19,0.008418968878686428,0.0590975247323513,0.9324835538864136,0.114,0.753,0.133,0.6941,B007SYSQ7K,JTS_GameDeveloper,5.0,Wonderful plant based protein powder with NO Sugar or Artificial sweeteners!,"This protein powder is the only one I've found that i can have with no sweetener at all. Sometimes it has come with a broken seal but i have sadly had this happen with other supplements. It haopens. Overall this product is great full of nutrients BCAA, oprotein, enzymes. And no artificial sweeteners either! 😊 I just use vanilla flavor almond milk a little bit of sugar that i control the amount on and cinnamon it then it tatses great!",Flavor Name: Unflavored,the United States,2023-12-25
20,0.9458164572715759,0.04919864237308502,0.004984910599887371,0.18,0.732,0.088,-0.4588,B007SYSQ7K,Sujoy,4.0,Taste not good,I bought the unflavored one which I think was a mistake. It tastes bad and that taste stays in the mouth for a long time. Better to take the flavored one.,Flavor Name: Unflavored,the United States,2023-12-08
21,0.018013961613178253,0.07452190667390823,0.9074642062187195,0.0,0.71,0.29,0.9446,B007SYSQ7K,auburnwendie,4.0,Chai shake,"I love Garden of Life products. Not manufactured from big pharma. I also really enjoy Chai however, the flavor is not as I expected. I Will try coconut milk Instead of water which will increase calories but hopefully enhance flavor. Will try plain vanilla perhaps to see if I like the flavor better.",Flavor Name: Vanilla Chai,the United States,2023-11-14
22,0.9500183463096619,0.04549909755587578,0.0044825817458331585,0.152,0.762,0.087,-0.2226,B007SYSQ7K,Bing,4.0,I am prepared for this unflavored protein but the taste is really not good,"I like this protein powder and tried other flavored ones. But this un flavored one is really not good, make the fruit smoothie tasting weird too…",Flavor Name: Unflavored,the United States,2023-11-18
23,0.0012469185749068856,0.027198389172554016,0.971554696559906,0.0,0.785,0.215,0.6588,B007SYSQ7K,Jordan Hands,5.0,Delicious and Clean Ingredients,Purchased this protein to make protein balls postpartum… everything I have used this product in has tasted great!,Flavor Name: Chocolate,the United States,2023-12-21
24,0.0016708753537386656,0.045292314141988754,0.9530367851257324,0.0,0.783,0.217,0.8883,B007SYSQ7K,Amazon Customer,5.0,Great protein powder,"I wanted a clean protein powder that didn’t contain anything pro-inflammatory and really like this option. The vanilla flavor is light, I mix it with fruit for a smoothie. It mixes well in a Ninja blender and my daughter has tried it and liked the taste as well. This has become a regular staple after workouts.",Flavor Name: Vanilla,the United States,2023-11-25
25,0.4718499183654785,0.3298026919364929,0.19834741950035095,0.069,0.663,0.268,0.9149,B007SYSQ7K,DianaH,4.0,Unflavored?,I was excited when I read the ingredients and that I could get ‘unflavored’. However this is not good at all. I’m usually pretty tolerant of tastes knowing it’s good for me. A serving is 2 scoops which are huge. I can’t even do one scoop. I won’t be buying again. But perhaps I’ll try the vanilla!Ingredients and benefit seem excellent though.,Flavor Name: Unflavored,the United States,2023-10-20
26,0.032931555062532425,0.1381489336490631,0.8289195895195007,0.0,0.874,0.126,0.4404,B007SYSQ7K,ethompson,5.0,Looks great,"I had good intentions when I purchased this product, got it on spontaneous whim.  It looks good on my counter, and it is open but I can’t really say I have tried this",Flavor Name: Vanilla,the United States,2023-12-01
27,0.050414688885211945,0.2887829840183258,0.6608023047447205,0.0,0.737,0.263,0.8519,B007SYSQ7K,Patti ,5.0,Chocolate flavor is the best.,"They changed the flavor about a year ago and it is ok, but I am getting use to it. It still tastes good, just not as good as it use to.",Flavor Name: Chocolate,the United States,2023-11-30
28,0.0010028573451563716,0.015656258910894394,0.9833409190177917,0.0,0.686,0.314,0.7506,B007SYSQ7K,mermaid sister (Florida),5.0,Tasty protein shake,"This product is a great addition to my shakes made with fresh fruits, ice and coconut milk.",Flavor Name: Chocolate,the United States,2023-12-10
29,0.0011854090262204409,0.013866736553609371,0.9849478602409363,0.0,0.745,0.255,0.9468,B007SYSQ7K,nicki fanoli,5.0,Quality Vegan Protein Powder,"This product is fantastic with a Non-GMO Project Verified label and USDA Organic Certified status. The delicious vanilla flavor, 22g of plant-based protein and 5g of fiber per serving, make it a great addition to my daily routine. The included digestive enzymes make it easy on the stomach. A top choice for quality, vegan protein powder!",Flavor Name: Vanilla,the United States,2023-11-16
30,0.004090973176062107,0.040217313915491104,0.9556916952133179,0.026,0.739,0.235,0.9646,B007SYSQ7K,Colleen K.,5.0,Great mix of protein sources,"I bought this because it offers a great mix of plant-based protein sources, ensuring protein complementarity, and it is free of stevia and erythritol. I don't care for the taste of either sweetener.I put it in smoothies that include half a banana and half a cup of berries. It's perfectly palatable. I use an immersion blender, which eliminates any texture issue for me.It consists of clean ingredients that taste just fine in combination with fruit and spinach. This is my go-to protein powder. I'm glad Garden of Life offers it.",Flavor Name: Unflavored,the United States,2023-10-28
31,0.003291358007118106,0.03786532208323479,0.9588433504104614,0.051,0.595,0.355,0.9299,B007SYSQ7K,angelina6363,5.0,Favorite go to protein,"I use protein powder daily and like to drink different flavors to alleviate boredom. This flavor isn’t too powerfully sweet, tastes great, blends well and I drink this one the most. Great protein quality, also.",Flavor Name: Vanilla,the United States,2023-11-26
32,0.277462363243103,0.3724592328071594,0.35007840394973755,0.082,0.676,0.243,0.9495,B007SYSQ7K,Swizzlestik,4.0,Get the Vanilla,"I have purchased this product twice and definitely recommend that you get the vanilla version. The flavor of the chocolate was very disappointing. Mixing with almond milk and some cold coffee made it marginally ok. BUT THE VANILLA version truly reminds me of vanilla cake, damn near delicious for a sugar-free product. If you're on a low carb, low/no sugar diet, drinking the vanilla version will feel more like a treat than a chore to get your macros in. Do yourself a favor and get the vanilla.",Flavor Name: Vanilla,the United States,2023-09-23
33,0.0044794222339987755,0.08671301603317261,0.9088075160980225,0.0,0.758,0.242,0.4926,B007SYSQ7K,NicMumble,5.0,Decent,Taste is good with coffee. Is a bit gritty so drink fast!,Flavor Name: Vanilla,the United States,2023-12-08
34,0.0028514424338936806,0.04265642538666725,0.9544922113418579,0.0,0.608,0.392,0.7003,B007SYSQ7K,Bonnie,5.0,Flavor was good,Quality and quantity was good for price. Flavor Chocolate was good,Flavor Name: Chocolate,the United States,2023-12-07
35,0.0018821012927219272,0.021558228880167007,0.9765596389770508,0.014,0.789,0.197,0.9728,B007SYSQ7K,Rachel A Young,4.0,A Delicious and Digestive Delight!,"I would highly recommend this product to anyone looking for a tasty and nutritious protein powder. The Garden of Life Organic Vegan Vanilla Protein Powder is a complete plant-based protein that not only satisfies your taste buds with its delicious vanilla flavor, but also supports easy digestion with the inclusion of digestive enzymes. It's a win-win for your taste buds and your digestive system! Plus, knowing that it's non-GMO, gluten-free, and lactose-free gives me peace of mind. Say goodbye to bland and hard-to-digest protein powders and say hello to this delightful and digestive-friendly option. It's a game changer in the world of plant powders!",Flavor Name: Vanilla,the United States,2023-08-24
36,0.017383143305778503,0.08908185362815857,0.8935350775718689,0.022,0.824,0.154,0.9858,B007SYSQ7K,Tim C.,4.0,Currently my favorite protein powder. A little pricey though.,"As someone who has taken various protein powders over the last few years, this one has become one of my favorites (Vanilla flavor). Is this powder on the gritty side? Yes, it can be but it really depends on your blending method. I find that using a proper protein shaker cup makes this less gritty and does a great job of reducing any chunks. When I mixed it with just a spoon, it was nearly impossible to fully mix properly.However, the taste alone makes it all worth it. Maybe I'm one of the few who actually likes the taste and texture, but it's way better than any of the other overly sweet, artificial tasting protein powders that I've tried in the past (including whey protein). One day I'll try the unflavored version but the vanilla to me is perfect. It has a subtle taste of vanilla without tasting like a sugar filled dessert drink.I'm rating it four stars for the simple fact that the price has increased in just the few months that I've been purchasing. While I do love this product, I'm planning to keep an eye out for a cheaper alternative. Also, the amount of powder in the package seems a little questionable--will need to get this stuff on a scale one day.",VINE VOICE,the United States,2023-05-10
37,0.010615738108754158,0.10242007672786713,0.8869642615318298,0.04,0.864,0.096,0.5267,B007SYSQ7K,jt s.,4.0,Not a lot of flavor,"As far as protein powders go, this is one of the better I have used.  It doesn't have a lot of flavor unfortunately and still has a slight 'chalky' texture even when blended with a Ninja.  I have learned that using unsweetened almond milk, a few scoops of monk fruit and Naked PB along with ice makes gives it a better flavor.",Flavor Name: Vanilla,the United States,2023-09-22
38,0.001259152079001069,0.009647738188505173,0.9890930652618408,0.0,0.787,0.213,0.9074,B007SYSQ7K,Maci Patterson,5.0,A Staple in My Health Regime,"I've been using this plant-based protein powder and I must say, it's tasty! Not only does it supplement my protein needs as a vegan, but it's also easy to digest. The flavor is quite good. All in all, it's now a staple in my health regime. Highly recommended!",Flavor Name: Unflavored,the United States,2023-11-13
39,0.0026459158398211002,0.03685574233531952,0.9604983329772949,0.0,0.562,0.438,0.8316,B007SYSQ7K,Luis Sanchez,5.0,Goes great in my fruit smoothies,Great ingredients list. Perfect if your looking for other sources of proteins.,Flavor Name: Unflavored,the United States,2023-12-03
40,0.0038275893311947584,0.0406251922249794,0.9555472731590271,0.0,0.673,0.327,0.807,B007SYSQ7K,2150bye,5.0,Checks all boxes..,"G great dietary formula, except for a little bit of Eryrthrotol (check spelling), otherwise a very good tasting liquid supplement",Flavor Name: Chocolate,the United States,2023-11-26
41,0.20820005238056183,0.3621782958507538,0.42962172627449036,0.028,0.786,0.186,0.9691,B007SYSQ7K,Sandra J.,3.0,I just can't get over the flavor!,"I really wanted to like this product. I've used the plant-based Orgain chocolate protein powder for a long time and I craved my smoothies every day when I woke up. i heard that wasn't the best, so I decided to switch to a more wholesome option. I've stopped putting protein powder in my morning smoothies because I just don't like the taste of this product -- it tastes grassy? i try to cover it up with other flavors too but it still has such a prominent flavor. someone else reviewed that it tastes like a nice chocolate and it is one of their favorite protein powders. i've love the consistency and what's in it, but I just can't get behind the flavor.",Flavor Name: Chocolate,the United States,2023-11-13
42,0.005359970033168793,0.016205038875341415,0.9784349203109741,0.0,0.072,0.928,0.9312,B007SYSQ7K,Natalie Bressman,5.0,Wow!,Love love love it!,Flavor Name: Vanilla,the United States,2023-12-07
43,0.0022828634828329086,0.022647082805633545,0.9750701189041138,0.0,0.751,0.249,0.9904,B007SYSQ7K,ConAmor_Gabriela,5.0,The Perfect Base to All Of My Smoothies!,"I have been purchasing this protein for well over a year now and it is the best base for all of our protein smoothies! I drink this every morning with a variety of fruits, alternatives milks, my mushroom powder, and my cytogreens.  It is the best addition to assure I am getting all of our nutrients in my day, and always makes my gut feel good as it has probiotics.The only thing I swapped out was the scoop, as I felt it was too big and the servings would go quicker.  It does amount for 20 days worth and I have subscribed to the monthly shipping as I go through it once a month.Lastly, in being Vegan I felt this was the best tasting powder and does not take away from all the goodness I add to it.  Love love love this protein powder!",Flavor Name: Vanilla,the United States,2023-09-27
44,0.019988147541880608,0.09056495130062103,0.8894469141960144,0.073,0.782,0.145,0.5984,B007SYSQ7K,TC,5.0,Awesome stuff,"I was worried the unflavored version would have some type of weird (unflavored) flavor and it would affect the taste of my drinks. This stuff is truly unflavored and works extremely well in smoothies. I would 100% recommend trying it, if you are looking for an unflavored protein powder.",Flavor Name: Unflavored,the United States,2023-11-04
45,0.0012983954511582851,0.005890652537345886,0.9928109049797058,0.039,0.531,0.429,0.9577,B007SYSQ7K,Jamie P.,5.0,Super Nutritious & Tasty!,"Great stuff! I make a shake almost daily with this product and I love it and it makes me feel great, energized, focused. Tried others and always came back to this one.",Flavor Name: Chocolate,the United States,2023-11-12
